Sloka,Prose
ityādibahubhirvākyaiḥ krūraiḥ sambhartsito'naghaḥvivyathe bharatastīvraṃ vraṇe tudyeva sūcinā,ityādi bahubhiḥ krūraiḥ vākyaiḥ sūcinā vraṇe tudyeva sambhartsitaḥ anaghaḥ bharataḥ tīvram vivyathe
śikhinībhiḥ parivṛtāste ete madamūrchitāḥ manmathābhiparītasya mama manmathavardhanāḥ,śikhinībhiḥ parivṛtāḥ madamūrchitāḥ te ete manmathābhiparītasya mama manmathavardhanāḥ
utpatyacainaṃmuditorāvaṇaḥpariṣasvaje sa bhrātrāsampariṣvaktoyathāvacchābhinanditaḥ kumbhakarṇaśśubhaṃdivyaṃpratipedevarāsanam,rāvaṇaḥ utpatya enam pariṣasvaje bhrātrā pariṣvaktaḥ yathāvat abhinanditaḥ saḥkumbhakarṇaḥ śubham divyam varāsanam pratipede
mahācalanibhairghorai: panaso nāma yūthapaḥājagāma mahāvīryastisṛbhiḥ koṭibhirvṛtaḥ,panaso nāma mahāvīryaḥ yūthapaḥ tisṛbhiḥ koṭibhiḥ mahācalanibhaiḥ ghoraiḥ vṛtaḥ ājagāma
tatra yatnaśca kartavyo mārgitavyā ca jānakīna hi tebhyo bhayaṃ kiñcitkapitvamanuvartatām,tatra yatnaśca kartavyaḥ jānakī mārgitavyā ca kapitvam anuvartatām tebhyaḥ bhayam kiñcit na hi
vidadāra nakhairasya tuṇḍaṃ pṛṣṭhe samarpayan keśāṃścotpāṭayāmāsa nakhapakṣamukhāyudhaḥ,asya pṛṣṭhe tuṇḍam samarpayan nakhaiḥ vidadāra nakhapakṣamukhāyudhaḥ keśāṃśca utpāṭayāmāsa
tasminpuravare hṛṣṭā dharmātmāno bahuśrutā: narāstuṣṭā dhanaissvaissvairalubdhāssatyavādina:,tasmin puravare narā: hṛṣṭā: dharmātmāna: bahuśrutā: svai:svai: dhanai: tuṣṭā: alubdhā: satyavādina:
tasya tadvacanaṃ śrutvā sītā raudrasya rakṣasaḥārtā dīnasvarā dīnaṃ pratyuvāca śanairvacaḥ,sītā raudrasya tasya rakṣasaḥ tat vacanam śrutvā ārtā dīnasvarā dīnam śanaiḥ vacaḥ pratyuvāca
mudgaraiḥ paṭṭisaiśśūlaissutīkṣṇaiśca paraśvadhaiḥkhaṅgaiścakraiśca hastasthairbhrājamānaiśca tomaraiḥ śaktibhiḥ parighairghorairatimātraiśca kārmukaiḥgadāsimusalairvajrairgṛhītairbhīmadarśanaiḥ rākṣasānāṃ sughorāṇāṃ sahasrāṇi caturdaśaniryātāni janasthānātkharacittānuvartinām,gṛhītaiḥ hastasthaiḥ mudgaraiḥ paṭṭisaiḥ śūlaiḥ sutīkṣṇaiḥ paraśvadhaiḥ khaṅgai cakraiśca bhrājamānaiḥ tomaraiḥ śaktibhiḥ ghoraiḥ parighaiḥ atimātraiḥ kārmukaiḥ gadāsimusalaiḥ bhīmadarśanaiḥ vajraiḥ kharacittānuvartinām sughorāṇām rākṣasānām caturdaya sahasrāṇi jananthānāt niryātāni
viśvāmitravacaśśrutvā kathā'nte raghunandana:uvāca paramaprīto muniṃ dīptamivānalam,raghunandana: viśvāmitravaca: śrutvā paramaprīta: kathānte dīptam analamiva munim uvāca
nyāsabhūtamidaṃ rājyaṃ tava niryātayāmyahammā ca roṣaṃ kṛthāssaumya mayi śatrunibarhaṇa,nyāsabhūtam idaṃ rājyam aham tava niryātayāmi śatrunibarhaṇa saumya mama roṣam mā kṛthāḥ
vīryahīnamivāśaktaṃ kṣatradharmeṇa bhārgavaavajānāsi me teja: paśya me'dya parākramam,bhārgava vīryahīnamiva kṣatradharmeṇa aśaktamiva avajānāsi adya me teja: parākramam paśya
atipravṛtte durmedhe kaikeyi kulapāṃsanivañcayitvā ca rājānaṃ na pramāṇe'vatiṣṭhase,atipravṛtte durmedhe kulapāṃsani kaikeyi rājānam vañcayitvā ca pramāṇe na avatiṣṭhase
sītāmihānayasveti ko bravīti bravīhi merakṣolokasya sarvasya kaśśṛṅgaṃ chettumicchati,sītām iha ānayasva iti kaḥ bravīti me bravīhi kaḥ sarvasya rakṣolokasya śṛṅgam chettum icchati
siddhārthā khalu vaidehī patiṃ yā'nugatā vanamvayaṃ saṃśayitā ssarve hīnāstena mahātmanā,yā vanam patim anugatā vaidehī siddhārthā khalu mahātmanā tena hīnāḥ vayam sarve saṃśayitāḥ
gṛdhrāścaparilīyantepurīmuparipiṇḍitāḥ upapannāścasnadhyedvevyāhaṟnatyaśivaṃśivāḥ,gṛdhrāśca: purīmupari: piṇḍitāḥ parilīyante: śivāḥ dvesandhye: upapannāḥ aśivam vyāharanti:
sukhādvihīnaṃ bahuduḥkhapūrṇamidaṃ tu nūnaṃ hṛdayaṃ sthiraṃ meviśīryate yanna sahasradhā'dya vajrāhataṃ śṛṅgamivācalasya,sukhāt vihīnam bahuduḥkhapūrṇam idam me hṛdayam nūnam sthiram yat vajrāhatam acalasya śṛṅgamiva sahasradhā adya na viśīryate
asya rūpasya te yuktā bhāryāhaṃ varavarṇinīmayā saha sukhaṃ sarvāndaṇḍakānvicariṣyasi,te asya rūpasya varavarṇinī aham yuktā bhāryā mayā saha sukham daṇḍakān vicariṣyasi
atha rāmo'bravīcchrīmānsumantraṃ yujyatāṃ rathaḥgamiṣyāmi tato'raṇyaṃ gaccha śīghramitaḥ prabho,atha śrīmān rāmaḥ sumantram abravīt prabho rathaḥ yujyatām tataḥ araṇyam gamiṣyāmi itaḥ śīghram gaccha
makarākṣvacaśśrutvārāmodaśarathātmajaḥ abravītprahasanvākyamuttarottaravādinam,daśarathātmajaḥ rāmaḥ makarākṣvacaḥ śrutvā prahasan uttarottaravādinam vākyam abravīt
yakṣatvamamaratvaṃ ca rājyāni vividhāni caatra devāḥ prayacchanti bhūtairārādhitāśśubhaiḥ,śubhaiḥ bhūtaiḥ atra ārādhitāḥ devāḥ yakṣatvam amaratvaṃ ca vividhāni rājyāni ca prayacchanti
sa kumbhakarṇo'thaviveśalaṅkāṃspurantamādāyamahākapiṃtam vimānacaryāgṛhagopurasthaiḥpuṣpāgyravarṣairavakīryamāṇaḥ,ata saḥkumbhakarṇaḥ sphurantam tam mahākapim ādāya vimānacaryāgṛhagopurasthaiḥ puṣpāgyravarṣaiḥ avakīryamāṇaḥ laṅkām viveśa
avadhīryajarāvṛddaṃgṛdhrarājaṃjaṭāyuṣam kiṃnuterāmasānnidhyesakāśelakṣmaṇasyavā hṛtāsītāviśālākṣīyāṃtvaṃgṛhyanabudhyase,jarāvṛddham gṛdhrarājam jaṭāyuṣam avadhīrya: tvam yām gṛhya: nabudhaghyase: viśālākṣīṃ: sītā: rāmasānnidhye: lakṣmaṇasyaca: sakāśe: kiṃnu: nahṛtā:
te vanena vanaṃ gatvā nadīstīrtvā bahūdakā: citrakūṭamanuprāpya bharadvājasya śāsanāt ramyamāvasathaṃ kṛtvā ramamāṇā vane traya: devagandharvasaṅkāśāstatra te nyavasan sukham,te vanena vanam gatvā bahūdakā: nadī: tīrtvā bharadvājasya śāsanāt citrakūṭam anuprāpya ramyam āvasatham kṛtvā te traya: tatra vane ramamāṇā: devagandharvasaṅkāśā: sukham nyavasan
nirjitājīvalokasyatapasābhāvitātmanā agastyenadurādharṣāmuninādakṣiṇevadhik,tapasā bhāvitātmanā agastyena jīvalokasya durādharṣā dakṣiṇādhik iva nirjitā
piṅge piṅgākṣamukhyasya bṛhatī parimaṇḍale cakṣuṣī samprākāśete candrasūryāvivoditau,piṅgākṣamukhyasya piṅge bṛhatī parimaṇḍale cakṣuṣī uditau candrasūryāviva samprakāśete
tataḥ sītāmupāgamya rākṣasyo vikṛtānanāḥparuṣaṃ paruṣā nārya ūcustāṃ vākyamapriyam,tataḥ paruṣāḥ vikṛtānanāḥ rākṣasyaḥ nāryaḥ tāṃ sītām upāgamya apriyam vākyam paruṣam ūcuḥ
tvayaiva nūnaṃ duṣṭātman bhīruṇā hartumicchatāmamāpavāhito bhartā mṛgarūpeṇa māyayā,duṣṭātman hartum icchatā bhīruṇā tvayaiva mama bhartā māyayā mṛgarūpeṇa apavāhitaḥ
tekṛtāñjalayassarverathasthaṃpṛthivīsthitāḥ rākṣasārākṣasaśreṣṭhaṃśirobhistaṃvavandire,pṛthivīsthitāḥ sarve: saterākṣasāḥ kṛtāñjalayaḥ rathastham rākṣasaśreṣṭham tam śirobhistaṃ: vavandire:
śrutena bālaḥ sthānena janmanā bhavato hyahamsa kathaṃ pālayiṣyāmi bhūmiṃ bhavati tiṣṭhati,aham śrutena sthānena janmanā bhavataḥ bālaḥ hi saḥ bhavati tiṣṭhati bhūmim katham pālayiṣyāmi
tasya tadvacanaṃ śrutvā lakṣmaṇasya subhāṣitam sugrīvaḥ paramaprīto vākyametaduvāca haevaṃ bhavatu gacchāva: stheyaṃ tvacchāsane mayā,sugrīvaḥ subhāṣitam tasyalakṣmaṇasya tat vacanam śrutvā paramaprītaḥ etat vākyam uvāca ha evam bhavatu gacchāvaḥ mayā tvacchāsane stheyam
bhadrairmandrairmṛgaiścaiva bhadramandramṛgaistathābhadramandrairbhadramṛgairmṛgamandraiśca sā purīnityamattaissadā pūrṇā nāgairacalasannibhai:,sā purī bhadrai: mandrai: mṛgaiścaiva bhadramandramṛgai: bhadramandrai: bhadramṛgai: mṛgamandraiśca nityamattai: acalasannibhai: nāgai: sadā pūrṇā
yadi rāmaṃ mamāmitraṃ na tvamadyavadhiṣyasi tavaiva cāgrataḥ prāṇāṃstyakṣāmi nirapatrapa,mama amitram rāmam tvam adya na vadhiṣyasi yadi nirapatrapa tava agrataḥ prāṇān tyakṣyāmi
nityamutsāhayuktāśca vācaśrutvā tvayeritāḥvardhiṣyate dāśaratheḥ pauruṣaṃ madavāptaye,tvayā īritāḥ utsāhayuktāḥ vācaḥ nityam śrutvā madavāptaye dāśaratheḥ pauruṣam vardhiṣyate
rathena kharayuktena raktamālyānulepanaḥpipaṃstailaṃ hasannṛtyan bhrāntacittākulendriyaḥ,raktamālyānulepanaḥ tailam piban hasan nṛtyan bhrāntacittākulendriyaḥ kharayuktena rathena
sa prākāramavaplutya paśyāmi bahupādapamaśokavanikāmadhye śiṃśupāpādapo mahān tamāruhya ca paśyāmi kāñcanaṃ kadalīvanam,saḥ prākāram avaplutya bahupādapam paśyāmi aśokavanikāmadhye mahān śiṃśupāpādapaḥ tam āruhya kāñcanam kadalīvanam paśyāmi
aśmasāramayaṃ nūnamidaṃ me hṛdayaṃ dṛḍham bhartāraṃ nihataṃ dṛṣṭvā yannādya śatadhā kṛtam,nihatam bhartāram dṛṣṭvā yat adya śatadhā na kṛtam me dṛḍham idaṃ hṛdayam aśmasāramayam nūnam
vinaṣṭaśītāmbutuṣārapaṅko mahāgrahagrāhavinaṣṭapaṅkaḥprakāśalakṣmyāśrayanirmalāṅka: rarāja candro bhagavān śaśāṅkaḥ,vinaṣṭaśītāmbutuṣārapaṅkaḥ mahāgrahagrāha vinaṣṭapaṅkaḥ prakāśalakṣmyāśrayanirmalāṅkaḥ śaśāṅkaḥ bhagavān candraḥ rarāja
tataḥ kṣatajavegena āpupūre tadā bilamtadahaṃ vismito dṛṣṭvā bhrātṛśokaviṣārditaḥ,tataḥ bilam kṣatajavegena āpupūre tadā aham tat dṛṣṭvā vismitaḥ bhrātuḥ śokaviṣārditaḥ
sītāyā vacanaṃ śrutvā mārutirbhīmavikramaḥśirasyañjalimādhāya vākyamuttaramabravīt,bhīmavikramaḥ mārutiḥ sītāyāḥ vacanam śrutvā śirasi añjalim ādhāya uttaram vākyam abravīt
kathaṃ ca pratikartavyaṃ teṣāṃ rāmeṇa rakṣasām māmakairvā balairbrahmanmayā vā kūṭayodhinām,brahman kūṭayodhinām teṣām rakṣasām rāmeṇa māmakai: balai: vā mayā vā katham pratikartavyam
na jāne nilayaṃ tasya sarvathā pāparakṣasaḥsāmarthyaṃ vikramaṃ vāpi dauṣkuleyasya vā kulam,dauṣkuleyasya tasya pāparakṣasaḥ nilayam sāmarthyam vikramaṃ vāpi kulaṃ vā sarvathā na jāne
daśagrīvomahātejārājāvaiśravaṇānujaḥ bhīmakarmāmahotsāhorāvaṇorākṣasādhipaḥ,daśagrīvaḥ mahātejāḥ rājā vaiśravaṇānujaḥ bhīmakarmā mahotsāhaḥ rāvaṇaḥ rākṣasādhipaḥ
sa tukruddhomahāvegomahāpārśvomahādyuti kareṇaikenajagrāhasumahāntaṃparaśvatham,mahāvegaḥ mahādyutiḥ saḥmahāpārśvaḥ kruddhaḥ ekena kareṇa sumahāntam paraśvatham jagrāha
tasya tadvacanaṃ śrutvā harṣapauruṣavardhanamsugrīvaḥ paramaprītassumahadvākyamabravīt,tasya harṣapauruṣavardhanam tat vacanam śrutvā sugrīvaḥ paramaprītaḥ sumahat vākyam abravīt
mokṣitaṃbhrātaraṃdṛṣṭavālakṣmaṇena sa rāvaṇaḥ lakṣmaṇābhimukhastiṣṭhannidaṃvacanamabravīt,saḥrāvaṇaḥ lakṣmaṇena bhrātaram mokṣitam dṛṣṭavā lakṣmaṇābhimukhaḥ tiṣṭhan idam vacanam abravīt
nikṛttakarṇanāsā tu visvaraṃ sā vinadya cayathāgataṃ pradudrāva ghorā śūrpaṇakhā vanam,ghorā sā śūrpaṇakhā nikṛttakarṇanāsā visvaram vinadya ca yathāgatam vanam pradudrāva
asamṛddhena kāmena sarvalokasya garhitā kaikeyī tasya jagrāha caraṇau savyapatrapā,asamṛddhena kāmena sarvalokasya garhitā kaikeyī savyapatrapā tasya caraṇau jagrāha
tato bhitvā mahīṃ sarve kṛtvā cābhipradakṣiṇam sahitā ssagarāssarve pitaraṃ vākyamabruvan,tata: sarve mahīm bhitvā abhipradakṣiṇam kṛtvā sarve sagarā: sahitā pitaram vākyam abruvan
jātarūpamayairmukhyairaṅgadaiḥ kuṇḍalaiḥ śubhaiḥsahemasūtrairmaṇibhiḥ keyūrairvalayairapi anyaiśca ratnairbahubhiḥ kākutsthaḥ pratyapūjayatsuyajñaṃ sa tadovāca rāmassītā pracoditaḥ,kākutstha: jātarūpamayaiḥ mukhyaiḥ aṅgadaiḥ śubhaiḥ kuṇḍalaiḥ sahemasūtraiḥ maṇibhiḥ keyūraiḥ valayairapi anyaiḥ bahubhiḥ ratnaiśca suyajñam pratyapūjayat tadā saḥ rāmaḥ sītāpracoditaḥ uvāca
taṃ rāmaḥ puruṣavyāghro lakṣmaṇaṃ pratyuvāca haaṅgāvekṣasva saumitre kasyemāṃ manyase camūm,puruṣavyāghraḥ rāmaḥ taṃ lakṣmaṇam pratyuvāca ha aṅga saumitre avekṣasva imām camūm kasya manyase
sarvataścāpitiṣṭhadhvaṃssvai: parivṛtābalaiḥ draṣṭavyaṃ ca padaṃteṣāṃvānarāṇāṃniśācarāḥ,niśācarāḥ svaiḥsvaiḥ balaiḥ parivṛtāḥ sarvataḥ tiṣṭhadhvam teṣām vānarāṇām padam draṣṭavyaṃ ca
viproṣitaśca bharato yāvadeva purāditaḥtāvadevābhiṣekaste prāptakālo mato mama,bharataḥ itaḥ purāt yāvadeva viproṣitaḥ tāvadeva te abhiṣekaḥ prāptakālaḥ mama me mataḥ
tastvadbhutasaṅkāśāssthitāḥparvatamūrdhani sītāṃgṛhītvāgacchantaṃvānarāḥparvatopamāḥ dadṛśurmismitākārārāvaṇaṃrākṣasādhipam,tataḥ adbhutasaṅkāśāḥ parvatamūrdhani sthitāḥ parvatopamāḥ vānarāḥ sītām gṛhītvā gacchantam rākṣasādhipam rāvaṇam vismitākārāḥ dadṛśuḥ
sa taiḥ parivṛtaśśūraissarvatassumahābalaḥāsasādā'yasaṃ bhīmaṃ parighaṃ toraṇāśritam,sumahābalaḥ saḥ śūraiḥ taiḥ sarvataḥ parivṛtaḥ toraṇāśritam bhīmam āyasam parigham āsasāda
adhikaṃ śailarājo'yaṃ dhātubhiḥ suvibhūṣitaḥ vicitraṃ sṛjate reṇuṃ vāyuvegavighaṭṭitam,dhātubhiḥ suvibhūṣitaḥ ayam śailarājaḥ vāyuvegavighaṭṭitam vicitram reṇum adhikam sṛjate
sa samāśvasya sahasā saṅkṛddho rājamātulaḥvānarānvārayāmāsa daṇḍena madhumohitān,rājamātulaḥ saḥ sahasā samāśvasya saṅkṛddhaḥ madhumohitān vānarān daṇḍena vārayāmāsa
ṛṣyamūkātsa dharmātmā kiṣkindhāṃ lakṣmaṇāgrajaḥjagāma sahasugrīvo vālivikramapālitām,dharmātmā saḥ lakṣmaṇāgrajaḥ sahasugrīvaḥ ṛṣyamūkāt vālivikramapālitām kiṣkindhām jagāma
sarājadṛṣṭisampannamāsanaṃhemabhūṣitam jagāmasamudācāraṃprayujyācārakovidaḥ,ācārakovidaḥ saḥ samudācāram prayujyarājadṛṣṭisampannam hemabhūṣitam āsanam jagāma:
tatastāṃ śiṃśupāṃ sītā rākṣasībhiḥ samāvṛtā abhigamya viśālākṣī tasthau śokapariplutā,tataḥ viśālākṣī sītā tāṃ śiṃśupām abhigamya rākṣasībhiḥ samāvṛtā śokapariplutā tasthau
sa tāmasitakeśāntāṃ suśroṇīṃ saṃhatastnīmdidṛkṣurasitāpāṅgāmupāvartata rāvaṇaḥ,saḥ rāvaṇaḥ asitakeśāntām suśroṇīm saṃhatastnīm asitāpāṅgām tām didṛkṣuḥ upāvartata
tenatanmarukāntāraṃpṛthivyākhaluviśrutam nipātitaśśaroyatravajrāśanisamaprabhaḥ,tena vajrāśanisamaprabhaḥ śaraḥ yatra nipātitaḥ tat pṛthivyām marukāntāram viśrutaṃkhalu
upavāsakṛśāṃ dīnāṃ kāmarūpa niśācarasantāpayasi māṃ bhūyassantaptāṃ tanna śobhanam,kāmarūpa niśācara upavāsakṛśāṃ santaptāṃ dīnāṃ mām bhūyaḥ santāpaṃ santāpayasi tat śobhanaṃ na
tāṃ samīkṣaya viśālākṣīṃ rājaputrīmaninditāmtarkayāmāsa sīteti kāraṇairupapādibhiḥ,viśālākṣīm aninditām tāṃ rājaputrīm samīkṣya upapādibhiḥ kāraṇaiḥ sīteti tarkayāmāsa
yadi tāvatsamudrasya mainākasya ca dhīmataḥ rāmārthaṃ sambhramastādṛkkimagnirna kariṣyati,samudrasya dhīmataḥ mainākasya rāmārtham tādṛk sambhramaḥ yadi agniḥ kim na kariṣyati
ahaṃvākumbhakarṇovātvaṃvāsenāpatirmama indrajidvānikumbhovāvaheyurbhāramīdṛśam,ahaṃvā kumbhakarṇovā mama senāpatiḥ tvaṃvā indrajidvā nikumbhovā īdṛśam bhāram vaheyuḥ
striyorajasvalāśrutvāputrānsūyuranuttamān pūjayaṃścapaṭhaṃścaivamitihāsaṃpurātanam sarvapāpaiḥpramucyetadīrghamāyuravāpnuyāt,rajasvalāḥ striyaḥ śrutvā anuttamān putrān sūyuḥ purātanam enam itihāsam pūjayan ca paṭhan ca sarvapāpaiḥ pramucyeta dīrgham āyuḥ avāpnuyāt
ityukta sso'bhyanujñāta śśvobhāvinyabhiṣecanevrajeti rāmaḥ pitaramabhivādyābhyayādgṛham,śvaḥ bhāvini abhiṣecane iti uktaḥ saḥ rāmaḥ vraja iti abhyanujñātaḥ pitaram abhivādya gṛham abhyayāt
mā cāsmai proṣitaṃ rāmaṃ mā cāsmai pitaraṃ mṛtambhavanta śśaṃsiṣurgatvā rāghavāṇāmimaṃ kṣayam,bhavantaḥ gatvā āsmai rāmam proṣitam mā śaṃsiṣuḥ pitaram mṛtam rāghavāṇām imam kṣayam mā śaṃsiṣuḥ
ajñānāddhikṛtaṃ yasmādidaṃ tenaiva javasiapi hyadya kulaṃ na syādikṣvākūṇāṃ kuto bhavān,idam yasmāt ājñānāt kṛtaṃ hi tenaiva jīvasi ikṣvākūṇām kulamapi adya na syāt hi bhavān kutaḥ
godāvarīṃ pravekṣyāmi vinā rāmeṇa lakṣmaṇaabandhiṣye'thavā tyakṣye viṣame dehamātmanaḥ,lakṣmaṇa rāmeṇa vinā godāvarīm pravekṣyāmi athavā abandhiṣye viṣame ātmanaḥ deham tyakṣye
bāṣpeṇa pihitaṃ dīnaṃ rāmaḥ saumitriṇā sahacakarṣeva guṇairbaddhvā janaṃ puranivāsinam,saumitriṇā saha rāmaḥ bāṣpeṇa pihitam dīnam puranivāsinam janam guṇaiḥ baddhvā iva cakarṣa
suprabhātā niśā rāma pūrvā sandhyā pravartateuttiṣṭhottiṣṭha bhadraṃ te gamanāyābhirocaya,rāma niśā suprabhātā pūrvā sandhyā pravartate uttiṣṭha uttiṣṭha te bhadram gamanāya abhirocaya
evametanmayā dṛṣṭamimāṃ rātriṃ bhayāvahamahaṃ rāmo'thavā rājā lakṣmaṇo vā mariṣyati,evam imāṃ rātrim bhayāvaham etat mayā dṛṣṭam aham athavā rājā lakṣmaṇo vā mariṣyati
evamuktastu rāmeṇa lakṣmaṇaḥ paravīrahāacireṇā'śramaṃ bhrātuścakāra sumahābalaḥ,rāmeṇa evam uktaḥ paravīrahā sumahābalaḥ bhrātuḥ acireṇa āśramam cakāra
tamuvāca mahātejā viśvāmitro mahāmuni:śrūyatāṃ vatsa kākutstha yasyaitaddāruṇaṃ vanam,mahātejā: mahāmuni: viśvāmitra: tam uvāca vatsa kākutstha etat dāruṇaṃ vanam yasya śrūyatām
paśyamattavihāṅgānipralīnabhramarāṇica kokilākulaṣaṇḍānidodhavītiśivo'nilaḥ,śivaḥ anilaḥ mattavihaṅgāni pralīnabhramarāṇīca kokilākulaṣaṇḍāni dodhavīti paśya
ityuktvā lakṣmaṇaṃ rāmaḥ pradaraḥ khanyatāmititasthau virādhamākramya kaṇṭhe pādena vīryavān,vīryavān rāmaḥ lakṣmaṇam iti pradaraḥ khanyatām iti uktvā virādham pādena kaṇṭhe ākramya tasthau
pratyakṣaṃvānarasyāsyatadvākyasamanantaram tvayāsantyaktayāvīratyaktaṃsyājajīvitaṃmayā,vīra asya vānarasya pratyakṣam tadvākyasamanantaram tvayā santyaktayā mayā jīvitam tyaktam syāt
yeṣāṃ nopari nādhastānna tiryaksajjate gatiḥna ca karmasu sīdanti mahatsvamitatejasaḥ,yeṣām gatiḥ upari na sajjate adhastāt na tiryak na amitatejasaḥ mahatsu karmasu na sīdanti
rāmo'pyutthāpya rājānaṃ kaikeyyābhipracoditaḥkaśayevāhato vājī vanaṃ gantuṃ kṛtatvaraḥ,kaikeyyā abhipracoditaḥ rāmo'pi rājānam utthāpya kaśayā āhataḥ vājīva vanam gantum kṛtatvaraḥ
kṣuropamāṃ nityamasatpriyaṃvadāṃ praduṣṭabhāvāṃ svakulopaghātinīmna jīvituṃ tvāṃ viṣahe'manoramāṃ didhakṣamāṇāṃ hṛdayaṃ sabandhanam,kṣuropamām nityam asatpriyaṃvadām praduṣṭabhāvām svakulopaghātinīm amanoramām sabandhanam hṛdayam didhakṣamāṇām tvām jīvitum na viṣahe
ahameko gamiṣyāmi sītayā saha daṇḍakānanāthāyā hi nāthastvaṃ kauśalyāyā bhaviṣyasi,aham ekaḥ sītayā saha daṇḍakān gamiṣyāmi anāthāyāḥ kauśalyāyāḥ tvam nāthaḥ bhaviṣyasi
akṣayā naraśārdūla mayā lokā jitāśśubhābrāhmyāśca nākapṛṣṭhyāśca pratigṛhṇīṣva māmakān,akṣayā naraśārdūla mayā śubhāḥ brāhmyāḥ nākapṛṣṭhyāśca lokāḥ jitāḥ māmakān pratigṛhṇīṣva
eṣa rāma śivaḥ panthā yatraite puṣpitā drumāḥpratīcīṃ diśamāśritya prakāśante manoramāḥ jambūpriyālapanasaplakṣanyagrodhatindhukāḥaśvatthāḥ karṇikārāśca cūtāścānye ca pādāpāḥ dhanvanā nāgavṛkṣāśca tilakā naktamālakāḥnīlāśokāḥ kadambāśca karavīrāśca puṣpitāḥ agnimukhyā aśokāśca suraktāḥ pāribhadrakāḥ,rāma yatra pratīcīm diśam aśritya manoramāḥ puṣpitāḥ drumāḥ jambūpriyālapanasaplakṣanyagrodhatindukāḥ aśvatthāḥ karṇikārāśca cūtāśca anye ca pādapāḥ dhanvanāḥ nāgavṛkṣāśca tilakāḥ naktamālakāḥ nīlāśokāḥ kadambāśca puṣpitāḥ karavīrāśca agnimukhyāḥ aśokāśca suraktāḥ pāribhadrakāḥ prakāśante eṣaḥ śivaḥ panthāḥ
